,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_MSE,split1_test_MSE,split2_test_MSE,split3_test_MSE,split4_test_MSE,mean_test_MSE,std_test_MSE,rank_test_MSE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE,split0_test_MSE_exp,split1_test_MSE_exp,split2_test_MSE_exp,split3_test_MSE_exp,split4_test_MSE_exp,mean_test_MSE_exp,std_test_MSE_exp,rank_test_MSE_exp,split0_test_R2_exp,split1_test_R2_exp,split2_test_R2_exp,split3_test_R2_exp,split4_test_R2_exp,mean_test_R2_exp,std_test_R2_exp,rank_test_R2_exp,split0_test_MAE_exp,split1_test_MAE_exp,split2_test_MAE_exp,split3_test_MAE_exp,split4_test_MAE_exp,mean_test_MAE_exp,std_test_MAE_exp,rank_test_MAE_exp,model_name,feature_col,scaling,param_alpha,param_fit_intercept,param_min_samples_leaf,param_min_samples_split
4,0.46732521057128906,0.06698047786369886,0.0036581993103027345,0.0003348158752373444,,,,,,{'alpha': 2.0},0.5054046305759156,0.39616420450143225,0.5530500021573613,0.5648637835643266,0.5102598595401029,0.5059484960678278,0.059600398146482526,5,0.7554286573158779,0.7696367751155861,0.7000102790035126,0.6874693227385967,0.7404493082314818,0.730598868481011,0.0317279915955658,1,0.48956825226500345,0.40265370846071113,0.5166326923753489,0.4961298274999462,0.4884256962837388,0.4786820353769497,0.039340648078698776,1,5070.857965798245,266.23069875780715,1629.5299196883882,436.6919859248001,2201.2912705020585,1920.9203681342594,1733.5832773774923,1,0.5177454942090427,0.7751101647987477,0.20461779926282186,0.6837800696172817,0.5361658548227273,0.5434838765421243,0.19436048739422007,5,12.49178169847447,5.025528115573165,7.341144012723655,6.968898373135788,9.856441958429171,8.33675883166725,2.5845770170909868,1,Ridge,conc_morgan_fp,y_standard,2.0,,,
1,0.567536449432373,0.03160688606207829,0.004872703552246093,0.0007456068093312249,,,,,,{'alpha': 0.5},0.6435223557427983,0.615479177798415,0.7165859759142876,0.7487640765181072,0.7244589158905071,0.689762100372823,0.05110907759845852,5,0.6656487786755407,0.6157408600059253,0.5826665416650185,0.5551978820498388,0.6043442594746382,0.6047196643741923,0.036804107915679334,1,0.5804986532455694,0.5164175293908226,0.6069363476355842,0.5789184703828198,0.5912256608323604,0.5747993322974313,0.03085610634038127,4,2615.817748400518,210.61924415625694,842.222556181158,278.5261489357846,1176.4290436408526,1024.722948262914,872.6371869082785,4,0.4980113032853144,0.6733870483229849,0.2005778811274117,0.6260426682192262,0.5130999668606585,0.5022237735631191,0.16477515966322268,2,9.880335555231044,4.877823756150646,6.276468136661373,5.857589956716194,8.190939088642216,7.016631298680293,1.7913970468506213,4,Ridge,conc_torsion_fp,y_minmax,0.5,,,
1,0.550048542022705,0.07237306676698682,0.004819059371948242,0.0005146292196409314,,,,,,{'alpha': 0.5},0.7223515317673783,0.6908731653004153,0.8043651828493569,0.8404849851423242,0.8132025296805637,0.7742554789480077,0.05736975593932618,5,0.6656487786755392,0.6157408600059275,0.5826665416650185,0.5551978820498382,0.6043442594746384,0.6047196643741923,0.036804107915679105,1,0.6150263120744935,0.5471336872464756,0.6430365022610428,0.6133521410268084,0.6263913546612659,0.6089879994540173,0.03269140622704291,4,7111.1627633658845,460.9395977732596,2117.230595358708,614.6924618866054,2992.287269523949,2659.2625375816815,2418.1402052374206,4,0.46859688789564824,0.6748434778331633,0.16940601173354697,0.6307517863414496,0.49595231821359564,0.48791009640348076,0.17733040730963906,2,15.067875185869571,6.8446264742480745,8.959360533921997,8.241118035366181,12.070898845920453,10.236775815065254,2.960562289413195,4,Ridge,conc_torsion_fp,Literature,0.5,,,
1,0.5688950061798096,0.019640223239105574,0.005170154571533203,0.0004832963816183227,,,,,,{'alpha': 0.5},0.6909339975875509,0.6608247327434265,0.7693805949944604,0.803929423774952,0.7778335754418337,0.7405804649084446,0.05487454939674214,5,0.6656487786755393,0.6157408600059263,0.5826665416650203,0.5551978820498362,0.6043442594746357,0.6047196643741917,0.036804107915679396,1,0.6015028349166663,0.5351030638788383,0.6288971243527276,0.5998654763003806,0.6126179777986627,0.595597295449455,0.031972572777661336,4,5467.015218292092,385.58567408950483,1677.5695224334922,512.3052685073051,2360.2143531799243,2080.538007300464,1846.1336730413682,4,0.48006969628579144,0.674288881385398,0.18116941424559707,0.6290265414443007,0.5026791676266196,0.49344674019754126,0.17254974578901378,2,13.610840546583212,6.390788399670678,8.307282003121415,7.686750134030257,11.052594798337235,9.409651176348557,2.5940853544060647,4,Ridge,conc_torsion_fp,y_standard,0.5,,,
4,0.01943073272705078,0.002732227657866042,0.0015370368957519532,0.00026176628896319406,,,,,,{'alpha': 2.0},0.5586309599101449,0.47237851096647476,0.7765831724587446,0.5626226755742688,0.7571814854418915,0.6254793608703049,0.12003112374033226,5,0.7097553145608768,0.7050822076143246,0.5477246946767977,0.6657748875106866,0.5864731667131787,0.6429620542151728,0.06496434023672788,1,0.5342336273173848,0.47969508389018517,0.5637514193453079,0.5196410561843298,0.5559319537040596,0.5306506280882534,0.02988418929213379,1,4059.0231817946233,247.52909692391572,19161469.910665795,383.1112198049589,1584.768784115741,3833548.868589687,7663960.643077839,5,0.22105285882027104,0.6161499425366523,-18186.71388189103,0.48562370146951295,0.3440964606619197,-3637.0093917855083,7274.852246263506,1,11.809715324411906,4.985135219610255,212.24609793044027,5.89667625905874,8.195742529959626,48.62667345269616,81.84363282143003,5,Ridge,conc_descirptors,y_minmax,2.0,,,
4,0.020159292221069335,0.002132241692159348,0.0022935867309570312,0.0009344981341479024,,,,,,{'alpha': 2.0},0.6270612450098877,0.5302431810263394,0.8717118203650425,0.6315419314983263,0.849933496410406,0.7020983348620005,0.13473450505605764,5,0.7097553145608748,0.7050822076143244,0.5477246946769483,0.6657748875106637,0.586473166713261,0.6429620542152144,0.06496434023666739,1,0.5660094743685548,0.5082270160589825,0.5972829642724596,0.5505489471865606,0.5889984022173878,0.5622133608207889,0.03166168022425051,1,10804.52407567732,571.9686786961278,89461959.4188499,893.7198712334407,4073.252955028991,17895660.57688611,35783149.610115044,5,0.1925993104531747,0.5965212204557034,-35095.11368488884,0.463138908599509,0.31386477153357695,-7018.709512135561,14038.20208703737,1,18.13956513855346,7.081915535309204,454.35294450898306,8.409092519078213,12.220964945046555,100.0408965293941,177.19760464758315,5,Ridge,conc_descirptors,Literature,2.0,,,
4,0.01996140480041504,0.004358306949429943,0.0019370555877685548,0.0009210926222645166,,,,,,{'alpha': 2.0},0.5997882107161409,0.5071810948662355,0.8337980973276078,0.604074016852633,0.8129669870310112,0.6715616813587257,0.12887444145592608,5,0.7097553145609345,0.705082207614314,0.5477246946768108,0.6657748875106096,0.5864731667134335,0.6429620542152205,0.06496434023668417,1,0.5535638016429162,0.49705189020219476,0.584149635883912,0.538443227536287,0.5760472385321737,0.5498511587594967,0.03096548885669295,1,8376.36281133201,468.4612512312319,55651708.28421681,729.1996557024356,3201.2549783448467,11132896.712582683,22259405.96713699,5,0.20338161014360512,0.6042823983893602,-27162.894123741164,0.47196772142955157,0.3254634739743396,-5432.257805707444,10865.31815985548,1,16.344019493990743,6.580223790910339,359.50596276466763,7.801873318538502,11.139142946590772,80.2742444629396,139.65682345957404,5,Ridge,conc_descirptors,y_standard,2.0,,,
0,0.0028487205505371093,0.00014495720988255123,0.0011386394500732422,0.00013598007971321285,,,,,,{'alpha': 0.1},1.332784239376184,1.092610560137763,1.0551312175148435,1.117963994528475,1.2049995005944567,1.1606979024303443,0.09917936982297555,5,0.3075329330508585,0.31785573041028037,0.3855007287285519,0.33587525343002655,0.34190199156518086,0.3377333274369796,0.026869080782238406,1,0.8734178117069834,0.7738994576098095,0.7854808283587792,0.798442422297228,0.8220332269629551,0.810654749387151,0.03522070541666569,5,5227.924736515891,625.2840064366655,1040.5333360027782,736.9904720258138,2403.9174005324994,2006.9299903027295,1731.3590417513344,5,-0.003265279704896429,0.030355199512560382,0.01234494597650948,0.010495095273198585,0.005067523357710435,0.01099949688301649,0.011093962678308422,1,15.096731501918313,7.651614959362224,8.213138316988212,8.23074153974844,11.096549751460346,10.057755213895508,2.7928651062624708,5,Ridge,conc_morfeus_descirptors,y_minmax,0.1,,,
0,0.0031208038330078126,0.0004694326470488568,0.0015799999237060547,0.00044485983389651275,,,,,,{'alpha': 0.1},1.4960455192229418,1.226451427362952,1.1843809999540018,1.2549105663567464,1.352607609146068,1.3028792244085419,0.11132848621654533,5,0.30753293305085616,0.3178557304102787,0.38550072872856167,0.335875253430022,0.34190199156519263,0.3377333274369822,0.02686908078224308,1,0.9253680997035467,0.819930462661831,0.8322006853413856,0.8459332259321479,0.8709271953605052,0.8588719337998834,0.037315608640888634,5,13476.697988141048,1389.1866147195549,2533.1410530754583,1661.9802993091082,5938.656379083371,4999.932466865708,4538.749308937152,5,-0.0070869547076533035,0.020038437866801484,0.006243469781826438,0.0016418051197777395,-0.0003604972323520972,0.004095252165680052,0.009052235799954605,1,22.664498676157688,10.735087869784172,11.593863237543689,11.589836808663874,16.201895404137062,14.557036399257296,4.486166846561914,5,Ridge,conc_morfeus_descirptors,Literature,0.1,,,
0,0.003214120864868164,0.0004907443693932828,0.002164316177368164,0.0019979262658110534,,,,,,{'alpha': 0.1},1.4309773921854523,1.1731088677579349,1.1328682268628418,1.2003302216391531,1.293778086505944,1.2462125589902653,0.10648643028244952,5,0.3075329330508567,0.3178557304102816,0.3855007287285558,0.33587525343002644,0.3419019915651902,0.33773332743698214,0.0268690807822403,1,0.9050206867339958,0.8019014602189731,0.8139018796838211,0.8273324629512075,0.851776853657468,0.8399866686490931,0.03649509613406168,5,10575.275063661868,1155.580838266723,2031.5456622820575,1374.2733383507282,4738.376239880954,3975.010228488466,3539.386741797092,5,-0.005741845626090036,0.02386018782926891,0.00839178204658686,0.004853229766098477,0.0015766099630173391,0.006587992795776309,0.00981560648265084,1,20.601868832482577,10.024154428945685,10.798528232621834,10.806732280674368,14.889902595165958,13.424237273978084,3.9742373692643436,5,Ridge,conc_morfeus_descirptors,y_standard,0.1,,,
1,5.808898162841797,0.1583063688686533,0.004548120498657227,0.0016609377935547771,,,,,,{'fit_intercept': False},1.1900270030679955e+23,0.35160948906161543,2.866882900824855e+23,1.5283103571574466e+23,1.9991515200981664e+22,1.1570270826120228e+23,1.0312441128445115e+23,2,-6.182955080489806e+22,0.7804813472912905,-1.6696477406163613e+23,-9.07890355677821e+22,-1.0918159163443697e+22,-6.610030391955199e+22,6.035848476850501e+22,1,38889355447.27049,0.36522082251342164,89035176865.43149,67059330510.40569,23422082044.735023,43681188973.64159,31448246601.748737,2,1000000.0,157.85702102215348,1000000.0,1000000.0,1000000.0,800031.5714042045,399936.8571915912,2,-1000000.0,0.7552068530796952,-1000000.0,-1000000.0,-1000000.0,-799999.8489586294,400000.3020827412,1,1000000.0,3.784466653036888,1000000.0,1000000.0,1000000.0,800000.7568933306,399998.48621333874,2,LinearRegression,conc_morgan_fp,y_minmax,,False,,
1,5.956659603118896,0.04553758901893484,0.003266763687133789,0.001056604815804564,,,,,,{'fit_intercept': False},1.3358010344776679e+23,0.39474900815401587,3.2180657537811474e+23,1.715522883792108e+23,2.244040397184506e+22,1.2987587423538748e+23,1.1575678108019322e+23,2,-6.182955080490028e+22,0.7804431811723112,-1.6696477406163116e+23,-9.078903556777806e+22,-1.0918159163445148e+22,-6.6100303919550925e+22,6.035848476850272e+22,1,41202467440.64609,0.3871895280768453,94330927671.04532,71047973157.9186,24815211302.457455,46279315914.49093,33318766582.048477,2,1000000.0,357.790102310313,1000000.0,1000000.0,1000000.0,800071.558020462,399856.88395907584,2,-1000000.0,0.747607309298331,-1000000.0,-1000000.0,-1000000.0,-799999.8504785381,400000.2990429238,1,1000000.0,5.356881766968935,1000000.0,1000000.0,1000000.0,800001.0713763534,399997.85724729317,2,LinearRegression,conc_morgan_fp,Literature,,False,,
1,6.185294437408447,0.04670485131686872,0.0035600185394287108,0.0011832187934121535,,,,,,{'fit_intercept': False},1.2777024871464891e+23,0.37769673967086514,3.078101087872532e+23,1.6409089368873642e+23,2.1464394192967166e+22,1.2422712907672117e+23,1.1072212348455165e+23,2,-6.182955080490122e+22,0.7803753140988413,-1.6696477406162764e+23,-9.07890355677752e+22,-1.0918159163446683e+22,-6.6100303919550145e+22,6.035848476850102e+22,1,40296488921.774635,0.3788574879180371,92256736501.34804,69485738139.27122,24269563195.00974,45261705351.5565,32586138448.985394,2,1000000.0,300.63140979210425,1000000.0,1000000.0,1000000.0,800060.1262819584,399879.7474360832,2,-1000000.0,0.7460512686180829,-1000000.0,-1000000.0,-1000000.0,-799999.8507897463,400000.2984205075,1,1000000.0,5.01591518062452,1000000.0,1000000.0,1000000.0,800001.0031830361,399997.9936339278,2,LinearRegression,conc_morgan_fp,y_standard,,False,,
1,6.294593000411988,0.047652714241759424,0.002656221389770508,0.0004630714152306399,,,,,,{'fit_intercept': False},2.3692147001015507e+24,1.2443446332034065,2.3504780921112107e+23,7.079832078799366e+22,1.6574937192213132e+24,8.665109098643957e+23,9.660763753147692e+23,2,-1.2309592999989277e+24,0.22312433001983722,-1.368898058142729e+23,-4.205763072963472e+22,-9.052230437229655e+23,-4.630259560531601e+23,5.0660281098404194e+23,1,104979131828.32191,0.7116872975063471,52775911004.84319,31303080943.663723,215780223146.8125,80967669384.8706,75588471411.4322,2,1000000.0,169.13297221939928,1000000.0,1000000.0,1000000.0,800033.8265944439,399932.34681111225,2,-1000000.0,0.7377209309444598,-1000000.0,-1000000.0,-1000000.0,-799999.8524558138,400000.2950883724,1,1000000.0,4.741599405690148,1000000.0,1000000.0,1000000.0,800000.9483198811,399998.1033602377,2,LinearRegression,conc_torsion_fp,y_minmax,,False,,
1,5.673335409164428,0.6337797029558416,0.0036695003509521484,0.0007367976458392802,,,,,,{'fit_intercept': False},2.384923007567657e+24,0.8819233567369309,8.671425864155504e+22,5.207430654056838e+22,1.5423003701237143e+24,8.13202388574699e+23,9.767587886315395e+23,2,-1.1038973204556629e+24,0.5094799919561807,-4.499046231419457e+22,-2.75588050345819e+22,-7.50391166753428e+23,-3.853675509115735e+23,4.564907622738978e+23,1,106337186750.31555,0.587633043000525,28917123740.91795,27978809061.23482,204853264648.19293,73617276840.24979,74557298607.25476,2,1000000.0,382.59656477948226,1000000.0,1000000.0,1000000.0,800076.5193129559,399846.96137408825,2,-1000000.0,0.7301083070370737,-1000000.0,-1000000.0,-1000000.0,-799999.8539783385,400000.2920433228,1,1000000.0,6.434795267984293,1000000.0,1000000.0,1000000.0,800001.2869590536,399997.42608189274,2,LinearRegression,conc_torsion_fp,Literature,,False,,
1,6.211142539978027,0.0390317299669604,0.0024924278259277344,0.0007704531410423339,,,,,,{'fit_intercept': False},2.0763677721990423e+24,0.6635178475425578,9.594884615732217e+22,4.5893172359561445e+22,1.2440612319020692e+24,6.92454204523599e+23,8.334074287747384e+23,2,-1.0047791872703878e+24,0.6141748563057874,-5.20453258772071e+22,-2.539200539411936e+22,-6.328088469149895e+23,-3.430050730913408e+23,4.062312939588084e+23,1,99830014065.35648,0.5226481792850775,33344073852.82677,26995248291.901325,185456241071.83362,69125115456.48816,66797023613.127266,2,1000000.0,423.80409514046596,1000000.0,1000000.0,1000000.0,800084.7608190281,399830.4783619438,1,-1000000.0,0.6420050972391464,-1000000.0,-1000000.0,-1000000.0,-799999.8715989806,400000.2568020389,2,1000000.0,6.430017550666073,1000000.0,1000000.0,1000000.0,800001.2860035101,399997.4279929797,1,LinearRegression,conc_torsion_fp,y_standard,,False,,
0,0.06555328369140626,0.008421838213942765,0.0019559860229492188,0.0007988202733747203,,,,,,{'fit_intercept': True},36.12160613862261,0.4013084250687557,1.0257879544015873,1190.2181957228302,4032.4386631394923,1052.041112276083,1558.4950689389973,2,-17.767495831141858,0.7494530508068574,0.40258999070896395,-706.0472407573252,-2201.2746499384502,-584.7874686970803,852.5898522248165,1,0.7632837700230215,0.4186069110971301,0.5716434676681499,2.8653795492792336,4.452857702757771,1.8143542801650612,1.5914486813213296,2,1.2351393499998682e+109,133.96272619637185,17702654.434516914,inf,1000000.0,inf,,1,-2.3702950748253853e+105,0.7922603815573659,-16802.033133995912,-inf,-1000000.0,-inf,,1,1.6567299451361463e+53,3.8900800085010006,203.79776688780817,3.2016759352081516e+253,1000000.0,6.4033518704163035e+252,inf,2,LinearRegression,conc_descirptors,y_minmax,,True,,
0,0.0725069522857666,0.01070842335349477,0.001909494400024414,0.0005534813857017314,,,,,,{'fit_intercept': True},40.546373083940345,0.4504694556418888,1.151443293791157,1336.0156475417218,4526.397908452524,1180.912368365524,1749.405113999671,2,-17.767495830905812,0.7494518323876689,0.4025899900686263,-706.0472407552702,-2201.2746499383334,-584.7874689404106,852.5898520573012,1,0.8086833616330197,0.4435037497553765,0.6056444272157248,3.0358103453314076,4.717710602450654,1.9222704972772362,1.6861072317875139,2,6.5531723031561845e+115,298.1404028724759,82258747.79121494,inf,1000000.0,inf,,1,-4.897055899202828e+111,0.7896854664174011,-32269.27870628985,-inf,-1000000.0,-inf,,1,3.816098153628239e+56,5.465257350966848,435.3932732080879,6.033483027304271e+268,1000000.0,1.2066966054608541e+268,inf,2,LinearRegression,conc_descirptors,Literature,,True,,
0,0.06850657463073731,0.005624963833717777,0.0018477439880371094,0.000970179507530011,,,,,,{'fit_intercept': True},38.78287289546758,0.4308739848652335,1.101363093653762,1277.907765950228,4329.529410569036,1129.5504572986501,1673.3175136371042,2,-17.767495830783453,0.7494535863045282,0.40258999025008424,-706.0472407522469,-2201.2746499365203,-584.7874685885993,852.589852297478,1,0.7909016657089187,0.433754056186922,0.5923272429039851,2.969057572393511,4.613975444776614,1.88000319639399,1.6490319444872306,2,1.731879170197575e+113,247.77279102502996,51266095.35154558,inf,1000000.0,inf,,1,-1.6470714402701832e+109,0.7907018897483952,-25022.25317948865,-inf,-1000000.0,-inf,,1,1.9617900953508846e+55,5.100385223226404,344.78076952557007,6.694154527421295e+262,1000000.0,1.3388309054842591e+262,inf,2,LinearRegression,conc_descirptors,y_standard,,True,,
0,0.003502035140991211,0.00012756669346161782,0.0010352134704589844,1.5019235113920765e-05,,,,,,{'fit_intercept': True},1.3079152684421944,1.0947973829381774,1.0483747387372586,1.1254802620304043,1.2019311368682928,1.1556997578032655,0.0910471075826317,2,0.3204539617154558,0.3164904419018818,0.3894356433782822,0.33141022658273867,0.34357774666412144,0.34027360404849605,0.026324285188738215,1,0.8628067433461528,0.7693421512651439,0.7778220450137087,0.7984079112963242,0.8212659494898961,0.8059289600822451,0.03363172580179523,2,5213.290255104707,622.0285322438613,1039.7590802545176,727.881724811891,2399.8839816502555,2000.5687148130467,1727.6743177531969,2,-0.0004568484771521053,0.035403551288200275,0.013079855254682138,0.022724764972072986,0.006736873326622761,0.015497639272885212,0.012534903732564408,1,14.998220945574465,7.587827926758331,8.084347044908723,8.114715983348406,11.077219481851467,9.972466276488278,2.7993363528495987,1,LinearRegression,conc_morfeus_descirptors,y_minmax,,True,,
0,0.0034718036651611326,0.0001745725127225423,0.0015395641326904296,0.00010378386764528813,,,,,,{'fit_intercept': True},1.468130188718361,1.2289061280978733,1.1767968768061823,1.2633475496172903,1.3491633818899078,1.297268825025923,0.1022000510757539,2,0.32045396171545404,0.3164904419018829,0.38943564337828085,0.33141022658273744,0.3435777466641211,0.3402736040484952,0.02632428518873786,1,0.9141258923277958,0.8151020908844294,0.8240863628544068,0.8458966622407511,0.8701142807534736,0.8538650578121715,0.03563211761635016,1,13446.338686392257,1382.6145286152423,2532.6315515798924,1643.5397371751385,5930.044806950867,4987.03386214268,4530.87166336225,2,-0.004818264204078604,0.024674526133859787,0.0064433482835623,0.012719124346906918,0.001090113146582361,0.008021769541366552,0.010146774708493051,1,22.52952602751949,10.647427474350321,11.41336157526765,11.424029572338899,16.176069094773897,14.43808274885005,4.496544740339851,1,LinearRegression,conc_morfeus_descirptors,Literature,,True,,
0,0.004632091522216797,0.0026551103296944905,0.0011847972869873046,0.00028117246358928897,,,,,,{'fit_intercept': True},1.4042761947057252,1.1754568051777043,1.125613963122435,1.2084002516943693,1.2904836604515302,1.2408461750303528,0.09775502194984406,2,0.3204539617154524,0.31649044190188247,0.38943564337828107,0.33141022658273633,0.34357774666411955,0.3402736040484943,0.02632428518873831,1,0.8940256781067599,0.7971792568674709,0.8059659785954851,0.8272967032388191,0.8509818137850654,0.83508988611872,0.03484862247279523,1,10549.322489391358,1149.8990209264648,2030.7417684728282,1358.3488969524192,4731.095982875722,3963.881631723758,3532.732026270198,2,-0.00327367436922521,0.028659720607631,0.008784166880653643,0.016384528513642027,0.003110633120217199,0.010733074950583732,0.011057960395290483,1,20.47462500262252,9.941587929369991,10.62983711046958,10.65289924906692,14.865308206953936,13.312851499696588,3.983477169111443,1,LinearRegression,conc_morfeus_descirptors,y_standard,,True,,
0,0.15889420509338378,0.023026443517969435,0.006153583526611328,0.0020018526782046397,,,,,,{'alpha': 0.1},1.9248057647716323,1.6023451387701966,1.7190163357974986,1.6855479631807684,1.8341030456536709,1.7531636496347531,0.11357494867523805,1,-6.029708309363002e-05,-0.00038439513088528443,-0.0011402071291835014,-0.0012971073823351276,-0.0016763998768993815,-0.000911681320479385,0.0005980731745096364,1,1.065090514387751,1.010532034685654,1.076927352433841,1.049069282035061,1.0641576345594683,1.0531553636203548,0.023074009075165245,1,5393.770844962006,685.5227522699209,1102.5054916261747,795.1277447597711,2509.6358384574264,2097.31253441506,1772.8578379549676,1,-0.03509198930076707,-0.06305865096790408,-0.04647788131060615,-0.06756170288263363,-0.038687186037921206,-0.05017548209996643,0.012972445152812383,1,15.697131941210491,8.478689632003663,9.040576212517129,9.102622515042546,11.939465002878249,10.851697060730416,2.706734675838616,1,Lasso,conc_morgan_fp,y_minmax,0.1,,,
0,0.2087458610534668,0.010927579677455142,0.005197334289550781,0.0012075549202451054,,,,,,{'alpha': 0.1},2.009549628587103,1.6657319929403978,1.7498518789037598,1.7283605199986747,1.8925447275873668,1.8092077496034604,0.12468087828172651,5,0.06984986799116011,0.07353075033741674,0.09211418921691694,0.08531570049800274,0.07920086529356363,0.08000227466741203,0.008006562477991601,1,1.083878567331647,1.0266080301358995,1.082458208287531,1.0571547274739064,1.0743848387332966,1.064896874392456,0.02137616904759291,5,13780.281935530926,1487.480127000904,2635.553879642062,1754.854372215273,6122.776737568267,5156.1894103914865,4619.337057848508,5,-0.029773181952935213,-0.049299880557923226,-0.033933296156691606,-0.05414802091866444,-0.03137538033171405,-0.03970595198358571,0.0100199672698027,1,23.244617575307696,11.621542862508209,12.383257847145,12.460932607112152,17.0811427661208,15.358298731638774,4.390242809244232,5,Lasso,conc_morgan_fp,Literature,0.1,,,
0,0.17829561233520508,0.0074865350683540706,0.005337142944335937,0.001493552545422636,,,,,,{'alpha': 0.1},2.0134421340879705,1.6712163576200287,1.7987115459481138,1.755106867993587,1.9144950997549497,1.8305944010809299,0.12048972200504106,5,0.025671281267154344,0.028214095956915375,0.024328771870066546,0.028925638215022587,0.026165750179332203,0.026661107497698212,0.0016855145709022386,1,1.0874274142337699,1.0286313009544297,1.1006203488888775,1.0685409939560266,1.0836284248281929,1.0737696965722594,0.024777003024476125,5,10856.022949379856,1252.7681777322473,2132.9145628240663,1466.7829272139752,4914.980291598334,4124.6937817496955,3611.508725539814,5,-0.032441850594080224,-0.05823569689788255,-0.04108691621188343,-0.06213534958261291,-0.03563563471394038,-0.0459070896000799,0.012044920077967201,1,21.26912549182518,10.972575600378889,11.733463181255917,11.795623752795317,15.855317132399163,14.32522103173089,3.8707959327678325,5,Lasso,conc_morgan_fp,y_standard,0.1,,,
0,0.15141196250915528,0.005572863648398099,0.0064375877380371095,0.0020841270838082,,,,,,{'alpha': 0.1},1.9248057647716323,1.6023451387701966,1.7190163357974986,1.6855479631807684,1.8341030456536709,1.7531636496347531,0.11357494867523805,1,-6.029708309363002e-05,-0.00038439513088528443,-0.0011402071291835014,-0.0012971073823351276,-0.0016763998768993815,-0.000911681320479385,0.0005980731745096364,1,1.065090514387751,1.010532034685654,1.076927352433841,1.049069282035061,1.0641576345594683,1.0531553636203548,0.023074009075165245,1,5393.770844962006,685.5227522699209,1102.5054916261747,795.1277447597711,2509.6358384574264,2097.31253441506,1772.8578379549676,1,-0.03509198930076707,-0.06305865096790408,-0.04647788131060615,-0.06756170288263363,-0.038687186037921206,-0.05017548209996643,0.012972445152812383,1,15.697131941210491,8.478689632003663,9.040576212517129,9.102622515042546,11.939465002878249,10.851697060730416,2.706734675838616,1,Lasso,conc_torsion_fp,y_minmax,0.1,,,
0,0.15909576416015625,0.002661108408318947,0.005506372451782227,0.0011825169145319482,,,,,,{'alpha': 0.1},1.9969917122062442,1.6479725596248223,1.7548810180945627,1.723723515923518,1.88307899797978,1.8013295607657853,0.12382663938135739,5,0.07566248760166683,0.08340843109761487,0.08950489172903853,0.08776969940343704,0.08380632349224115,0.08403036666479968,0.004783543314685073,1,1.073451405993043,1.0133790082703675,1.0753243221801143,1.0532286476859782,1.0719649253682302,1.0574696618995465,0.02343625243096246,5,13781.858205809556,1490.4022013604892,2637.0415801293225,1753.1418330841489,6123.380510288784,5157.164866134461,4619.576831278537,5,-0.02989097350959824,-0.05136117349275793,-0.03451692416762664,-0.05311929183185038,-0.031477085219209666,-0.04007308964420857,0.010060437210669966,1,23.20440509447581,11.565701240869869,12.354126244366995,12.444498823107878,17.064964567947083,15.326739194153527,4.39017519648053,5,Lasso,conc_torsion_fp,Literature,0.1,,,
0,0.1467381477355957,0.007249313096990723,0.004197406768798828,0.0008097505276167924,,,,,,{'alpha': 0.1},2.0103758837596524,1.6609024860842299,1.789697640332153,1.755748458098685,1.9210066204388443,1.8275462177427126,0.12370860928080787,5,0.027155076457055616,0.03421144927918307,0.02921816527079457,0.028570656012401607,0.02285357567379087,0.02840178453864515,0.003654698403990986,1,1.084137317541042,1.0233730758764925,1.093893292390229,1.0685692463136327,1.087217086850167,1.0714380037943125,0.025428169744893193,5,10857.385703957487,1253.4606198571344,2132.860726546429,1466.487847152995,4916.04153620432,4125.247286743674,3612.002431795432,5,-0.03257145283097618,-0.058820615151407685,-0.04106063843909191,-0.06192167449960717,-0.03585924959455089,-0.04604672610312677,0.012045040187347394,1,21.254702803822017,10.949180915176395,11.707836246507256,11.794705736771979,15.867890545548155,14.31486324956516,3.8742449091629156,5,Lasso,conc_torsion_fp,y_standard,0.1,,,
0,0.19197568893432618,0.06780090229415993,0.0019512176513671875,0.0013137925861433594,,,,,,{'alpha': 0.1},1.1574390725979213,1.025009692575674,0.9752711127411176,1.053204378626788,1.0889030470537275,1.0599654607190456,0.06128497279521081,5,0.3986360161721618,0.3600606532887103,0.4320105612237939,0.374345601052283,0.4053068683504475,0.3940719400174793,0.02502914085119686,1,0.8082969766756534,0.757605367536832,0.7583684460395846,0.7832675303390598,0.7954264176437239,0.7805929476469708,0.020085097760081924,5,5164.719366089373,595.8260802712183,971.7009290342904,683.9337787092609,2337.9940950688488,1950.8348498345981,1725.0354367065343,5,0.00886415153899578,0.07603640140711432,0.07767939733025941,0.08173055930980277,0.032351837518782456,0.055332469420990946,0.02936770725083185,1,14.673221070544676,7.4735022091182355,7.76639854140898,7.909108851013648,10.861914261489321,9.736828986714972,2.756069259551868,5,Lasso,conc_descirptors,y_minmax,0.1,,,
